CAR       ,PID  ,Title                         ,Talloc, PI        ,Group_Label         ,Obs    ,Obs_Label ,Target    ,Template  ,Detector,Subarray      ,Mosaics ,Dither_Type         ,Dithers ,Nexp    ,Filter  ,RdOut   ,Ints    ,Grps    ,DGAA        ,SRdOut  ,SInts   ,SGrps   ,DGAB        ,LRdOut  ,LInts   ,LGrps   ,t_sci   ,t_cha   ,eff     ,obs_no  ,t_sci_obs,t_cha_obs
MIR-012   ,1028,CAR-MIRI12-1028-PSF           ,13.9, Guillard  ,Sparse Cycling      ,6,CAR-MIRI12,7 CL-NGC-188-FTS-6,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,  F1800W,    FAST,5,27,          ..,      ..,0,0,          ..,      ..,0,0,6.69,10.16,0.66,6,7620,12570
MIR-012   ,1028,CAR-MIRI12-1028-PSF           ,13.9, Guillard  ,Sparse Cycling      ,7,CAR-MIRI12,6 CL-NGC-188-DGV-473,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,  F2100W,    FAST,30,8,          ..,      ..,0,0,          ..,      ..,0,0,6.69,10.16,0.66,7,5336,6889
MIR-012   ,1028,CAR-MIRI12-1028-PSF           ,13.9, Guillard  ,Sparse Cycling      ,7,CAR-MIRI12,6 CL-NGC-188-DGV-473,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,  F2550W,    FAST,30,8,          ..,      ..,0,0,          ..,      ..,0,0,6.69,10.16,0.66,7,5336,6889
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,MRS Target Acquisiti,1,Bright tar,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,20,10,    SHORT(A),    FAST,20,10,    SHORT(A),    FAST,20,10,2.02,7.49,0.27,1,1112,4029
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,MRS Target Acquisiti,2,Bright tar,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,  F1000W,    FAST,20,10,    SHORT(A),    FAST,20,10,    SHORT(A),    FAST,20,10,2.02,7.49,0.27,2,1112,2294
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,MRS Target Acquisiti,3,Bright tar,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,  F1500W,    FAST,20,10,    SHORT(A),    FAST,20,10,    SHORT(A),    FAST,20,10,2.02,7.49,0.27,3,1112,2378
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,MRS Target Acquisiti,4,Medium tar,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,20,10,    SHORT(A),    FAST,20,10,    SHORT(A),    FAST,20,10,2.02,7.49,0.27,4,1112,2710
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,MRS Target Acquisiti,5,Very brigh,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,     FND,    FAST,10,10,    SHORT(A),    FAST,10,10,    SHORT(A),    FAST,10,10,2.02,7.49,0.27,5,556,2843
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,LRS Target Acquisiti,6,Bright tar,2 FIELD-A-ST,   MiriLRS,      .., SLITLESSPRISM,1,                NONE,1,1,   P750L,    FAST,20,100,          ..,      ..,0,0,          ..,      ..,0,0,2.02,7.49,0.27,6,319,1804
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,LRS Target Acquisiti,7,Medium tar,2 FIELD-A-ST,   MiriLRS,      ..,          FULL,1,      ALONG_SLIT_NOD,1,1,   P750L,    FAST,5,10,          ..,      ..,0,0,          ..,      ..,0,0,2.02,7.49,0.27,7,278,1598
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,LRS Target Acquisiti,8,Bright tar,3 FIELD-A-MTA,   MiriLRS,      ..,          FULL,1,      ALONG_SLIT_NOD,1,1,   P750L,    FAST,5,10,          ..,      ..,0,0,          ..,      ..,0,0,2.02,7.49,0.27,8,278,1577
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,Faint Target Acquisi,9,LRS Faint ,2 FIELD-A-ST,   MiriLRS,      ..,          FULL,1,      ALONG_SLIT_NOD,1,1,   P750L,    FAST,5,10,          ..,      ..,0,0,          ..,      ..,0,0,2.02,7.49,0.27,9,278,3379
MIR-013   ,1029,MIRI Target Acquisition Verifi,7.5, Glasse    ,Faint Target Acquisi,10,MRS Faint ,2 FIELD-A-ST,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,20,10,    SHORT(A),    FAST,20,10,    SHORT(A),    FAST,20,10,2.02,7.49,0.27,10,1112,4346
MIR-014   ,1030,MIRI Readnoise and Dark Curren,1.9, Glasse    ,FAST Darks with all ,1,FAST Darks,      NONE,  MiriDark,     ALL,          FULL,1,                NONE,1,2,  OPAQUE,    FAST,5,40,          ..,    FAST,5,40,          ..,    FAST,5,40,1.44,1.8,0.8,1,1112,1531
MIR-014   ,1030,MIRI Readnoise and Dark Curren,1.9, Glasse    ,Placeholder SLOW Dar,2,Placeholde,      NONE,  MiriDark,     ALL,          FULL,1,                NONE,1,2,  OPAQUE,    SLOW,1,5,          ..,    SLOW,1,5,          ..,    SLOW,1,5,1.44,1.8,0.8,2,240,679
MIR-014   ,1030,MIRI Readnoise and Dark Curren,1.9, Glasse    ,SLOW Darks with ALL ,3,SLOW Darks,      NONE,  MiriDark,     ALL,          FULL,1,                NONE,1,2,  OPAQUE,    SLOW,2,40,          ..,    SLOW,2,40,          ..,    SLOW,2,40,1.44,1.8,0.8,3,3824,4263
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,1,   HD57150, 1 HD57150,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,5,6,    SHORT(A),    FAST,5,6,    SHORT(A),    FAST,5,6,4.66,8.84,0.53,1,1008,5263
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,1,   HD57150, 1 HD57150,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,5,6,   MEDIUM(B),    FAST,5,6,   MEDIUM(B),    FAST,5,6,4.66,8.84,0.53,1,1008,5263
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,1,   HD57150, 1 HD57150,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,5,6,     LONG(C),    FAST,5,6,     LONG(C),    FAST,5,6,4.66,8.84,0.53,1,1008,5263
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,2,   HD50083,2 HD-50083,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,5,20,    SHORT(A),    FAST,5,20,    SHORT(A),    FAST,5,20,4.66,8.84,0.53,2,3336,7590
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,2,   HD50083,2 HD-50083,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,5,20,   MEDIUM(B),    FAST,5,20,   MEDIUM(B),    FAST,5,20,4.66,8.84,0.53,2,3336,7590
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,2,   HD50083,2 HD-50083,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,5,20,     LONG(C),    FAST,5,20,     LONG(C),    FAST,5,20,4.66,8.84,0.53,2,3336,7590
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,5,   NGC7027,5 NGC-7027,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,5,55,    SHORT(A),    FAST,5,55,    SHORT(A),    FAST,5,55,4.66,8.84,0.53,5,9168,13143
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,5,   NGC7027,5 NGC-7027,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,5,55,   MEDIUM(B),    FAST,5,55,   MEDIUM(B),    FAST,5,55,4.66,8.84,0.53,5,9168,13143
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,5,   NGC7027,5 NGC-7027,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,5,55,     LONG(C),    FAST,5,55,     LONG(C),    FAST,5,55,4.66,8.84,0.53,5,9168,13143
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,6,  PS_BKG_1,6 POINT-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,3,6,    SHORT(A),    FAST,3,6,    SHORT(A),    FAST,3,6,4.66,8.84,0.53,6,150,1007
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,6,  PS_BKG_1,6 POINT-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,3,6,   MEDIUM(B),    FAST,3,6,   MEDIUM(B),    FAST,3,6,4.66,8.84,0.53,6,150,1007
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,6,  PS_BKG_1,6 POINT-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,3,6,     LONG(C),    FAST,3,6,     LONG(C),    FAST,3,6,4.66,8.84,0.53,6,150,1007
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,8,  PS_BKG_2,11 POINT-SOURCE-BKG-2,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,5,20,    SHORT(A),    FAST,5,20,    SHORT(A),    FAST,5,20,4.66,8.84,0.53,8,834,1691
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,8,  PS_BKG_2,11 POINT-SOURCE-BKG-2,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,5,20,   MEDIUM(B),    FAST,5,20,   MEDIUM(B),    FAST,5,20,4.66,8.84,0.53,8,834,1691
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,8,  PS_BKG_2,11 POINT-SOURCE-BKG-2,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,5,20,     LONG(C),    FAST,5,20,     LONG(C),    FAST,5,20,4.66,8.84,0.53,8,834,1691
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,7,   EXT_BKG,7 EXTENDED-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,5,55,    SHORT(A),    FAST,5,55,    SHORT(A),    FAST,5,55,4.66,8.84,0.53,7,2292,3149
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,7,   EXT_BKG,7 EXTENDED-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F770W,    FAST,5,55,   MEDIUM(B),    FAST,5,55,   MEDIUM(B),    FAST,5,55,4.66,8.84,0.53,7,2292,3149
MIR-015   ,1031,CAR MIRI-015 (MRS): MIRI MRS S,8.9, Labiano   ,..                  ,7,   EXT_BKG,7 EXTENDED-SOURCE-BKG,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F1000W,    FAST,5,55,     LONG(C),    FAST,5,55,     LONG(C),    FAST,5,55,4.66,8.84,0.53,7,2292,3149
MIR-016   ,1032,MIRI Imager and LRS Glints and,3, Glasse    ,..                  ,1,Reference ,5 -BET-DRA,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,   F560W,    FAST,5,20,          ..,      ..,0,0,          ..,      ..,0,0,0.7,1.58,0.44,1,278,2596
MIR-016   ,1032,MIRI Imager and LRS Glints and,3, Glasse    ,..                  ,2,Glint dith,5 -BET-DRA,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,   F560W,    FAST,10,20,          ..,      ..,0,0,          ..,      ..,0,0,0.7,1.58,0.44,2,2224,3088
MIR-017   ,1033,MIRI LRS Photometric Sensitivi,4.1, Kendrew   ,Repeat 1            ,1,Target 1 s,1 BD+60-1753-BRIGHT,   MiriLRS,      ..,          FULL,1,      ALONG_SLIT_NOD,1,1,   P750L,    FAST,6,10,          ..,      ..,0,0,          ..,      ..,0,0,1.76,3.31,0.53,1,334,3069
MIR-017   ,1033,MIRI LRS Photometric Sensitivi,4.1, Kendrew   ,Repeat 1            ,2,Target 1 s,1 BD+60-1753-BRIGHT,   MiriLRS,      .., SLITLESSPRISM,1,                NONE,1,1,   P750L,    FAST,240,140,          ..,      ..,0,0,          ..,      ..,0,0,1.76,3.31,0.53,2,5344,6485
MIR-017   ,1033,MIRI LRS Photometric Sensitivi,4.1, Kendrew   ,Repeat 1            ,3,Target 2 s,2 TYC-4212-455-1-FAINT,   MiriLRS,      ..,          FULL,1,      ALONG_SLIT_NOD,1,1,   P750L,    FAST,3,40,          ..,      ..,0,0,          ..,      ..,0,0,1.76,3.31,0.53,3,668,2372
MIR-018   ,1034,MIRI LRS Slit Transmission and,2, Bouchet   ,LRS grid observation,20,LRS across,2 BD+60-1753,   MiriLRS,      ..,          FULL,1,SHORT_CROSS_SCAN_NOD_1,1,1,   P750L,    FAST,3,10,          ..,      ..,0,0,          ..,      ..,0,0,0.42,1.76,0.24,20,756,2210
MIR-018   ,1034,MIRI LRS Slit Transmission and,2, Bouchet   ,LRS grid observation,21,LRS across,2 BD+60-1753,   MiriLRS,      ..,          FULL,1,SHORT_CROSS_SCAN_NOD_2,1,1,   P750L,    FAST,3,10,          ..,      ..,0,0,          ..,      ..,0,0,0.42,1.76,0.24,21,756,4149
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,1,Lyot - F23,   1 P330E, MiriCoron,      ..,            ..,1,                NONE,1,1,  F2300C,    FAST,90,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,1,2916,5894
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,2,Off-Axis -,   1 P330E,   MiriCpc,      ..,      MASKLYOT,1,                NONE,1,1,  F2300C,    FAST,1,10,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,2,64,2029
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,3,4QPM - F15,   1 P330E, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1550C,    FAST,126,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,3,27180,28508
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,4,Off-Axis -,   1 P330E,   MiriCpc,      ..,      MASK1550,1,                NONE,1,1,  F1550C,    FAST,1,10,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,4,48,2027
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,5,Ref 1 deg ,3 TYC-2581-2434-1, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1550C,    FAST,126,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,5,27180,28545
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,6,Ref 1 deg ,3 TYC-2581-2434-1, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1065C,    FAST,21,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,6,4536,7844
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,7,4QPM - F10,   1 P330E, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1065C,    FAST,21,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,7,4536,6026
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,8,Off-Axis -,   1 P330E,   MiriCpc,      ..,      MASK1065,1,                NONE,1,1,  F1065C,    FAST,1,10,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,8,48,2027
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,9,4QPM - F11,   1 P330E, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1140C,    FAST,21,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,9,4536,5872
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,10,Off-Axis -,   1 P330E,   MiriCpc,      ..,      MASK1140,1,                NONE,1,1,  F1140C,    FAST,1,10,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,10,48,2027
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,11,Ref 1 deg ,3 TYC-2581-2434-1, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1140C,    FAST,21,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,11,4536,5895
MIR-050   ,1037,MIRI Coronagraphic Contrast Ra,30, Boccaletti,..                  ,12,Ref 10 deg,   2 P177D, MiriCoron,      ..,            ..,1,  9-POINT-SMALL-GRID,9,1,  F1140C,    FAST,21,100,          ..,      ..,0,0,          ..,      ..,0,0,22.27,28.8,0.77,12,4536,7015
MIR-051   ,1038,Locations of Centers of MIRI C,2.6, Boccaletti,..                  ,1,4QPM - F10,1 COLD-ATTITUDE-BACKGROUND,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,90,100,          ..,      ..,0,0,          ..,      ..,0,0,1.43,2.49,0.57,1,2158,4495
MIR-051   ,1038,Locations of Centers of MIRI C,2.6, Boccaletti,..                  ,2,4QPM - F11,1 COLD-ATTITUDE-BACKGROUND,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,160,50,          ..,      ..,0,0,          ..,      ..,0,0,1.43,2.49,0.57,2,1918,2321
MIR-051   ,1038,Locations of Centers of MIRI C,2.6, Boccaletti,..                  ,3,4QPM - F15,1 COLD-ATTITUDE-BACKGROUND,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,170,25,          ..,      ..,0,0,          ..,      ..,0,0,1.43,2.49,0.57,3,1019,1422
MIR-051   ,1038,Locations of Centers of MIRI C,2.6, Boccaletti,..                  ,4,Lyot - F23,1 COLD-ATTITUDE-BACKGROUND,MiriExternalFlat,  IMAGER,      MASKLYOT,1,        4-Point-Sets,4,1,  F2300C,    FAST,4,10,          ..,      ..,0,0,          ..,      ..,0,0,1.43,2.49,0.57,4,52,729
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,1,Reference ,2 BACKGROUND,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,1,25,    SHORT(A),    FAST,1,25,    SHORT(A),    FAST,1,25,1.55,3.6,0.43,1,280,3025
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,2,Latent soa,1 NGC-6552,MiriImaging,      ..,          FULL,1,                None,1,1,   F560W,    FAST,1,200,          ..,      ..,0,0,          ..,      ..,0,0,1.55,3.6,0.43,2,556,1153
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,3,Latent soa,1 NGC-6552,MiriImaging,      ..,          FULL,1,                None,1,1,   F560W,    FAST,8,25,          ..,      ..,0,0,          ..,      ..,0,0,1.55,3.6,0.43,3,556,1055
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,4,Latent soa,1 NGC-6552,MiriImaging,      ..,          FULL,1,        4-Point-Sets,4,1,   F560W,    FAST,1,25,          ..,      ..,0,0,          ..,      ..,0,0,1.55,3.6,0.43,4,560,1712
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,5,Latent ana,1 NGC-6552,   MiriMRS,     ALL,          FULL,1,                None,1,1,   F560W,    FAST,22,25,    SHORT(A),    FAST,1,550,    SHORT(A),    FAST,1,550,1.55,3.6,0.43,5,1527,2131
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,6,Reference ,2 BACKGROUND,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,1,25,    SHORT(A),    FAST,1,25,    SHORT(A),    FAST,1,25,1.55,3.6,0.43,6,2087,3892
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,6,Reference ,2 BACKGROUND,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,  F2100W,    FAST,1,25,    SHORT(A),    FAST,1,25,    SHORT(A),    FAST,1,25,1.55,3.6,0.43,6,2087,3892
MIR-052   ,1039,MIRI Detector Latent Image Cha,3.6, Dicken    ,Latent observations ,6,Reference ,2 BACKGROUND,   MiriMRS,     ALL,          FULL,1,             4-Point,4,1,   F560W,    FAST,22,25,    SHORT(A),    FAST,22,25,    SHORT(A),    FAST,22,25,1.55,3.6,0.43,6,2087,3892
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,   F560W,    FAST,1,6,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,   F770W,    FAST,1,6,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F1000W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F1130W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F1280W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F1500W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F1800W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F2100W,    FAST,1,8,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-053   ,1040,MIRI External Flat Field - Ima,19, Detre     ,Sky background (Dens,1,Dense fiel,1 LMC-MIRI-A-IMG,MiriImaging,      ..,          FULL,9,             CYCLING,5,1,  F2550W,    FAST,1,7,          ..,      ..,0,0,          ..,      ..,0,0,2.4,16.04,0.15,1,8640,57726
MIR-055   ,1042,MIRI External Flat Field - Low,2, Detre     ,SLIT observations   ,1,mapping A ,1 BD+60-1753,   MiriLRS,      ..,          FULL,1, ONE_PIXEL_SLIT_SCAN,45,1,   P750L,    FAST,3,10,          ..,      ..,0,0,          ..,      ..,0,0,2.67,8.24,0.32,1,3780,8612
MIR-055   ,1042,MIRI External Flat Field - Low,2, Detre     ,SLIT observations   ,2,mapping B ,1 BD+60-1753,   MiriLRS,      ..,          FULL,1,PIXEL_MAP_7_X_3_NOD_1,21,1,   P750L,    FAST,3,10,          ..,      ..,0,0,          ..,      ..,0,0,2.67,8.24,0.32,2,1764,3514
MIR-055   ,1042,MIRI External Flat Field - Low,2, Detre     ,SLIT observations   ,4,mapping B ,1 BD+60-1753,   MiriLRS,      ..,          FULL,1,PIXEL_MAP_7_X_3_NOD_2,21,1,   P750L,    FAST,3,10,          ..,      ..,0,0,          ..,      ..,0,0,2.67,8.24,0.32,4,1764,5453
MIR-055   ,1042,MIRI External Flat Field - Low,2, Detre     ,SLITLESS observation,5,mapping C ,2 HD-163466,   MiriLRS,      .., SLITLESSPRISM,1,ONE_PIXEL_SLITLESS_LONG,1,1,   P750L,    FAST,20,8,          ..,      ..,0,0,          ..,      ..,0,0,2.67,8.24,0.32,5,1742,9600
MIR-055   ,1042,MIRI External Flat Field - Low,2, Detre     ,SLITLESS observation,6,mapping D ,2 HD-163466,   MiriLRS,      .., SLITLESSPRISM,1,PIXEL_MAP_7_X_3_SLITLESS,1,1,   P750L,    FAST,20,8,          ..,      ..,0,0,          ..,      ..,0,0,2.67,8.24,0.32,6,546,2499
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,1,P-FLAT F10,1 ZODIACAL-LIGHT-P1,   MiriCpc,      ..,      MASK1065,1,                NONE,1,1,  F1065C,    FAST,1,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,1,576,2642
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,2,P-FLAT F11,1 ZODIACAL-LIGHT-P1,   MiriCpc,      ..,      MASK1140,1,                NONE,1,1,  F1140C,    FAST,1,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,2,576,2507
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,3,P-FLAT F15,1 ZODIACAL-LIGHT-P1,   MiriCpc,      ..,      MASK1550,1,                NONE,1,1,  F1550C,    FAST,1,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,3,576,2512
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,4,P-FLAT F23,1 ZODIACAL-LIGHT-P1,   MiriCpc,      ..,      MASKLYOT,1,                NONE,1,1,  F2300C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,4,528,4400
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,5,P-FLAT F23,1 ZODIACAL-LIGHT-P1,MiriExternalFlat,  IMAGER,          FULL,1,        4-Point-Sets,4,1,  F2300C,    FAST,1,30,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,5,672,1736
