CAR       ,PID  ,Title                         ,Talloc, PI        ,Group_Label         ,Obs    ,Obs_Label ,Target    ,Template  ,Detector,Subarray      ,Mosaics ,Dither_Type         ,Dithers ,Nexp    ,Filter  ,RdOut   ,Ints    ,Grps    ,DGAA        ,SRdOut  ,SInts   ,SGrps   ,DGAB        ,LRdOut  ,LInts   ,LGrps   ,t_sci   ,t_cha   ,eff     ,obs_no  ,t_sci_obs,t_cha_obs
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,P-FLAT              ,6,P-FLAT F11,1 ZODIACAL-LIGHT-P1,MiriExternalFlat,  IMAGER,          FULL,1,        4-Point-Sets,4,1,  F1140C,    FAST,1,30,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,6,672,1877
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,L-FLAT              ,7,L-FLAT F10,6 LMC-MIRI-A-IMAGERFOV,   MiriCpc,      ..,      MASK1065,1,                NONE,1,1,  F1065C,    FAST,5,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,7,2880,5117
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,L-FLAT              ,8,L-FLAT F11,6 LMC-MIRI-A-IMAGERFOV,   MiriCpc,      ..,      MASK1140,1,                NONE,1,1,  F1140C,    FAST,5,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,8,2880,5117
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,L-FLAT              ,9,L-FLAT F15,6 LMC-MIRI-A-IMAGERFOV,   MiriCpc,      ..,      MASK1550,1,                NONE,1,1,  F1550C,    FAST,5,150,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,9,2880,5122
MIR-056   ,1043,MIRI External Flat Field - Cor,11.2, Detre     ,L-FLAT              ,10,L-FLAT F23,6 LMC-MIRI-A-IMAGERFOV,   MiriCpc,      ..,      MASKLYOT,1,                NONE,1,1,  F2300C,    FAST,5,100,          ..,      ..,0,0,          ..,      ..,0,0,4.12,10.44,0.39,10,2592,6580
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,PSF Charecterisation,1,PSF F1065C,   1 P330E,   MiriCpc,      ..,      MASK1065,1,                NONE,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,1,384,2315
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,PSF Charecterisation,2,PSF F1140C,   1 P330E,   MiriCpc,      ..,      MASK1140,1,                NONE,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,2,384,2315
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,PSF Charecterisation,3,PSF F1550C,   1 P330E,   MiriCpc,      ..,      MASK1550,1,                NONE,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,3,384,2320
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,PSF Charecterisation,4,PSF F2300C,   1 P330E,   MiriCpc,      ..,      MASKLYOT,1,                NONE,1,4,  F2300C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,4,2112,7568
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,5,F1065C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,5,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,6,F1065C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,6,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,7,F1065C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,7,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,8,F1065C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,8,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,9,F1065C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,9,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,10,F1065C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,10,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,11,F1065C +3.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,11,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,12,F1140C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,12,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,13,F1140C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,13,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,14,F1140C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,14,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,15,F1140C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,15,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,16,F1140C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,16,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,17,F1140C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,17,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,18,F1140C +3.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,18,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,19,F1550C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,10,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,19,240,935
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,20,F1550C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,4,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,20,96,593
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,21,F1550C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,2,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,21,48,479
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,22,F1550C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,22,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,23,F1550C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,23,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,24,F1550C +2.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,24,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,Radial Transmission ,25,F1550C +3.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,25,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (106,26,F1065C -1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,26,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (106,27,F1065C -0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,27,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (106,28,F1065C on ,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,28,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (106,29,F1065C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,29,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (106,30,F1065C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1065C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,30,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (114,31,F1140C -1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,31,24,424
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (114,32,F1140C -0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,32,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (114,33,F1140C  on,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,33,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (114,34,F1140C  +0,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,34,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (114,35,F1140C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1140C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,35,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (155,36,F1550C -1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,36,24,422
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (155,37,F1550C -0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,2,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,37,48,479
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (155,38,F1550C on ,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,10,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,38,240,935
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (155,39,F1550C +0.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,2,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,39,48,479
MIR-058   ,1045,MIRI Coronagraphic PSF Charact,9.6, Dicken    ,4QPM Transition (155,40,F1550C +1.,   1 P330E,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1550C,    FAST,1,100,          ..,      ..,0,0,          ..,      ..,0,0,1.31,8.69,0.15,40,24,422
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,1, FULL SLOW,      NONE,  MiriDark,  IMAGER,          FULL,1,                NONE,1,2,  OPAQUE,    SLOW,3,6,          ..,    SLOW,0,0,          ..,    SLOW,0,0,2.21,3.79,0.58,1,862,1108
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,2, FULL FAST,      NONE,  MiriDark,  IMAGER,          FULL,1,                NONE,1,2,  OPAQUE,    FAST,3,20,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,2,334,560
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,3,FULL FAST ,      NONE,  MiriDark,     ALL,          FULL,1,                NONE,1,1,  OPAQUE,    FAST,1,721,          ..,    FAST,1,721,          ..,    FAST,1,721,2.21,3.79,0.58,3,2001,2365
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,4, BRIGHTSKY,      NONE,  MiriDark,  IMAGER,     BRIGHTSKY,1,                NONE,1,2,  OPAQUE,    FAST,3,60,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,4,312,536
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,5,    SUB256,      NONE,  MiriDark,  IMAGER,        SUB256,1,                NONE,1,2,  OPAQUE,    FAST,3,180,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,5,324,548
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,6,    SUB128,      NONE,  MiriDark,  IMAGER,        SUB128,1,                NONE,1,2,  OPAQUE,    FAST,3,450,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,6,322,546
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,7,     SUB64,      NONE,  MiriDark,  IMAGER,         SUB64,1,                NONE,1,2,  OPAQUE,    FAST,3,600,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,7,308,532
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,8,  MASKLYOT,      NONE,  MiriDark,  IMAGER,      MASKLYOT,1,                NONE,1,2,  OPAQUE,    FAST,3,160,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,8,312,536
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,9,  MASK1550,      NONE,  MiriDark,  IMAGER,      MASK1550,1,                NONE,1,2,  OPAQUE,    FAST,3,200,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,9,288,512
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,10,  MASK1140,      NONE,  MiriDark,  IMAGER,      MASK1140,1,                NONE,1,2,  OPAQUE,    FAST,3,200,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,10,288,512
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,11,  MASK1065,      NONE,  MiriDark,  IMAGER,      MASK1065,1,                NONE,1,2,  OPAQUE,    FAST,3,200,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,11,288,512
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Subarray darks      ,12,  SLITLESS,      NONE,  MiriDark,  IMAGER, SLITLESSPRISM,1,                NONE,1,2,  OPAQUE,    FAST,3,350,          ..,    FAST,0,0,          ..,    FAST,0,0,2.21,3.79,0.58,12,334,558
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,21, FULL SLOW,      NONE,MiriExternalFlat,  IMAGER,          FULL,1,               false,1,1,   F770W,    SLOW,3,6,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,21,431,698
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,22, FULL FAST,      NONE,MiriExternalFlat,  IMAGER,          FULL,1,               false,1,1,   F770W,    FAST,3,20,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,22,167,424
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,23, BRIGHTSKY,      NONE,MiriExternalFlat,  IMAGER,     BRIGHTSKY,1,               false,1,1,   F770W,    FAST,3,60,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,23,156,412
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,24,    SUB256,      NONE,MiriExternalFlat,  IMAGER,        SUB256,1,               false,1,1,   F770W,    FAST,3,180,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,24,162,418
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,25,    SUB128,      NONE,MiriExternalFlat,  IMAGER,        SUB128,1,               false,1,1,   F770W,    FAST,3,450,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,25,161,417
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,26,     SUB64,      NONE,MiriExternalFlat,  IMAGER,         SUB64,1,               false,1,1,   F770W,    FAST,3,600,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,26,154,410
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,27,  MASKLYOT,      NONE,MiriExternalFlat,  IMAGER,      MASKLYOT,1,               false,1,1,  F2100W,    FAST,3,160,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,27,156,412
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,28,  MASK1550,      NONE,MiriExternalFlat,  IMAGER,      MASK1550,1,               false,1,1,  F1500W,    FAST,3,200,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,28,144,400
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,29,  MASK1140,      NONE,MiriExternalFlat,  IMAGER,      MASK1140,1,               false,1,1,  F1130W,    FAST,3,200,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,29,144,400
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,30,  MASK1065,      NONE,MiriExternalFlat,  IMAGER,      MASK1065,1,               false,1,1,  F1000W,    FAST,3,200,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,30,144,400
MIR-060   ,1046,MIRI Detector Functionality   ,6, Ressler   ,Illuminated subarray,31,  SLITLESS,      NONE,MiriExternalFlat,  IMAGER, SLITLESSPRISM,1,               false,1,1,   F770W,    FAST,3,350,          ..,      ..,0,0,          ..,      ..,0,0,2.21,3.79,0.58,31,167,423
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,3,NGC 7027 r,1 NGC-7027,   MiriMRS,     ALL,          FULL,9,             2-Point,2,1,  F1280W,    FAST,10,5,    SHORT(A),    FAST,10,5,    SHORT(A),    FAST,10,5,2.32,5.63,0.41,3,7506,16242
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,3,NGC 7027 r,1 NGC-7027,   MiriMRS,     ALL,          FULL,9,             2-Point,2,1,  F1280W,    FAST,10,5,   MEDIUM(B),    FAST,10,5,   MEDIUM(B),    FAST,10,5,2.32,5.63,0.41,3,7506,16242
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,3,NGC 7027 r,1 NGC-7027,   MiriMRS,     ALL,          FULL,9,             2-Point,2,1,  F1280W,    FAST,10,5,     LONG(C),    FAST,10,5,     LONG(C),    FAST,10,5,2.32,5.63,0.41,3,7506,16242
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,2,NGC 7027 B,2 NGC-7027-BACKGROUND,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,  F1280W,    FAST,10,5,    SHORT(A),    FAST,10,5,    SHORT(A),    FAST,10,5,2.32,5.63,0.41,2,834,4035
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,2,NGC 7027 B,2 NGC-7027-BACKGROUND,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,  F1280W,    FAST,10,5,   MEDIUM(B),    FAST,10,5,   MEDIUM(B),    FAST,10,5,2.32,5.63,0.41,2,834,4035
MIR-061   ,1047,MIRI External Flat Field - MRS,5.4, Vandenbuss,MIRI MRS external fl,2,NGC 7027 B,2 NGC-7027-BACKGROUND,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,  F1280W,    FAST,10,5,     LONG(C),    FAST,10,5,     LONG(C),    FAST,10,5,2.32,5.63,0.41,2,834,4035
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,1,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,    SHORT(A),    FAST,4,5,    SHORT(A),    FAST,4,5,2.99,16.24,0.18,1,336,3537
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,1,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,   MEDIUM(B),    FAST,4,5,   MEDIUM(B),    FAST,4,5,2.99,16.24,0.18,1,336,3537
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,1,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,     LONG(C),    FAST,4,5,     LONG(C),    FAST,4,5,2.99,16.24,0.18,1,336,3537
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,2,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,    SHORT(A),    FAST,4,5,    SHORT(A),    FAST,4,5,2.99,16.24,0.18,2,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,2,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,   MEDIUM(B),    FAST,4,5,   MEDIUM(B),    FAST,4,5,2.99,16.24,0.18,2,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,2,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,     LONG(C),    FAST,4,5,     LONG(C),    FAST,4,5,2.99,16.24,0.18,2,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,3,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,    SHORT(A),    FAST,4,5,    SHORT(A),    FAST,4,5,2.99,16.24,0.18,3,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,3,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,   MEDIUM(B),    FAST,4,5,   MEDIUM(B),    FAST,4,5,2.99,16.24,0.18,3,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,3,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,     LONG(C),    FAST,4,5,     LONG(C),    FAST,4,5,2.99,16.24,0.18,3,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,4,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,    SHORT(A),    FAST,4,5,    SHORT(A),    FAST,4,5,2.99,16.24,0.18,4,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,4,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,   MEDIUM(B),    FAST,4,5,   MEDIUM(B),    FAST,4,5,2.99,16.24,0.18,4,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,4,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,     LONG(C),    FAST,4,5,     LONG(C),    FAST,4,5,2.99,16.24,0.18,4,336,1598
MIR-062   ,1048,MIRI MRS Glints and Scattered ,4, Mueller   ,Sirius              ,5,miri062-of,  2 SIRIUS,   MiriMRS,     ALL,          FULL,1,             2-Point,2,1,   F560W,    FAST,4,5,    SHORT(A),    FAST,4,5,    SHORT(A),    FAST,4,5,2.99,16.24,0.18,5,336,1598
